,ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
2377,37277,106-HT-T30,FPQ-12590,SCMS-210460,ASN-25570,Haiti,PMO - US,Direct Drop,EXW,Air,8/21/13,10/24/13,3-Jun-14,3-Jun-14,5-Jun-14,ARV,Pediatric,Aurobindo Pharma Limited,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,450,3073.5,6.83,0.03,"Aurobindo Unit III, India",Yes,180,1773.7,3.8,1773.7,180
2378,84710,104-CI-T30,FPQ-8363,SO-40820,DN-2551,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/11,N/A - From RDC,2-Mar-12,24-Feb-12,24-Feb-12,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,10760,94150.0,8.75,0.29,"Aurobindo Unit III, India",No,See DN-2551 (ID#:82452),See DN-2551 (ID#:82452),155.35,6009.47,1122
2379,53327,102-ML-T30,FPQ-13391,SCMS-221930,ASN-24507,Mali,PMO - US,Direct Drop,EXW,Air,12/16/13,1/22/14,19-Mar-14,19-Mar-14,24-Mar-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,431,34480.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,186,5346.38,35.45,5346.38,186
2380,25483,900-TG-T30,FPQ-15921,SCMS-278370,ASN-31081,Togo,PMO - US,Direct Drop,EXW,Air,2/18/15,2/27/15,23-Apr-15,23-Apr-15,1-Jun-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,6678,30051.0,4.5,0.15,Hetero Unit III Hyderabad IN,Yes,734,3710.65,35.37,3710.65,734
2381,84738,151-NG-T30,FPQ-9432,SO-42930,DN-2791,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,20-Aug-12,14-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,12616,100928.0,8.0,0.13,Hetero Unit III Hyderabad IN,No,See DN-2791 (ID#:83064),See DN-2791 (ID#:83064),141.5,See DN-2791 (ID#:83064),See DN-2791 (ID#:83064)
2383,17697,108-VN-T30,FPQ-6384,SCMS-87770,ASN-9407,Vietnam,PMO - US,Direct Drop,EXW,Air,9/30/10,10/18/10,9-Feb-11,9-Feb-11,9-Feb-11,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19760,94848.0,4.8,0.08,Hetero Unit III Hyderabad IN,Yes,3998,12974.12,204.49,12974.12,3998
2384,86373,114-UG-T30,FPQ-6614,SO-37970,DN-2145,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/31/10,N/A - From RDC,5-Apr-11,1-Apr-11,1-Apr-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,972,2507.76,2.58,0.04,"Strides, Bangalore, India.",Yes,58,5596.5,4.14,5596.5,58
2385,80,107-RW-T01,Pre-PQ Process,SCMS-488,ASN-299,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,29-Mar-07,29-Mar-07,29-Mar-07,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,2000,33000.0,16.5,0.55,Premier Med. Corp Ltd. India,Yes,710,3120.7,,3120.7,710
2386,44612,108-VN-T30,FPQ-5317,SCMS-69730,ASN-8447,Vietnam,PMO - US,Direct Drop,EXW,Air,3/22/10,3/29/10,9-Nov-10,9-Nov-10,9-Nov-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,40890,175827.0,4.3,0.14,Mylan (formerly Matrix) Nashik,Yes,3329,10455.35,379.08,10455.35,3329
2387,83158,111-MZ-T30,FPQ-11884,SO-44864,DN-3302,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3/19/13,N/A - From RDC,30-Sep-13,12-Oct-13,27-Nov-13,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1000,4040.0,4.04,0.13,Mylan (formerly Matrix) Nashik,Yes,63,569,5.0,569,63
2388,39873,108-VN-T30,FPQ-13524,SCMS-226231,ASN-27131,Vietnam,PMO - US,Direct Drop,FCA,Air,2/6/14,5/27/14,16-Aug-14,16-Aug-14,25-Aug-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,5200,316264.0,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,1272,3824.06,325.12,3824.06,1272
2389,12686,111-MZ-T01,Pre-PQ Process,SO-298,DN-304,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,59,1241.95,21.05,0.09,"Aurobindo Unit III, India",No,See DN-304 (ID#:10589),See DN-304 (ID#:10589),1.99,9869.55,9006
2390,84075,104-CI-T30,FPQ-6499,SO-37730,DN-2158,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/4/10,N/A - From RDC,24-Mar-11,7-Jun-11,7-Jun-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,11280,224697.6,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,1264,3380.35,370.75,3380.35,1264
2391,85466,104-CI-T30,FPQ-13142,SO-47150,DN-3656,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,10/22/13,N/A - From RDC,30-Apr-14,22-Apr-14,11-Jun-14,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,11000,61930.0,5.63,0.09,"Cipla, Patalganga, India",No,See DN-3656 (ID#:84922),See DN-3656 (ID#:84922),63.66,34551.83,9080
2392,85708,111-MZ-T30,FPQ-5127,SO-36020,DN-2014,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2/15/10,N/A - From RDC,15-Oct-10,29-Oct-10,29-Oct-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,48551,544742.22,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,15664,11884.42,1174.46,11884.42,15664
2394,11402,107-RW-T01,Pre-PQ Process,SO-240,DN-150,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-07,22-May-07,22-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,60,8340.0,139.0,1.39,"Trinity Biotech, Plc",No,See DN-150 (ID#:11401),See DN-150 (ID#:11401),,See DN-150 (ID#:11401),See DN-150 (ID#:11401)
2395,11636,106-HT-T01,Pre-PQ Process,SO-24840,DN-1221,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-09,22-May-09,22-May-09,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,4860,7241.4,1.49,0.02,"Aurobindo Unit III, India",Yes,2034,23441.88,14.19,23441.88,2034
2396,84689,110-ZM-T30,FPQ-8383,SO-40740,DN-2476,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/11/11,N/A - From RDC,19-Jan-12,23-Dec-11,23-Dec-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,113925,1021907.25,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,9875,14325.71,1686.15,14325.71,9875
2397,6450,104-CI-T01,Pre-PQ Process,SCMS-42590,ASN-4326,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/27/09,14-Jul-09,14-Jul-09,14-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,800,56000.0,70.0,0.7,Inverness Japan,Yes,182,3272.6,109.76,3272.6,182
2398,86272,106-HT-T30,FPQ-4384,SO-35670,DN-1664,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,10-Mar-10,3-Mar-10,3-Mar-10,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,3690,5387.4,1.46,0.02,"Strides, Bangalore, India.",Yes,177,6036.96,11.62,6036.96,177
2399,85202,109-TZ-T30,FPQ-6713,SO-38172,DN-2373,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,12/2/10,N/A - From RDC,3-Oct-11,23-Sep-11,23-Sep-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,3428,68285.76,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,396,1047.17,112.67,1047.17,396
2400,12580,104-CI-T01,Pre-PQ Process,SO-27520,DN-1234,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,11-Jun-09,11-Jun-09,11-Jun-09,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,560,840.0,1.5,0.02,"Aurobindo Unit III, India",No,See DN-1234 (ID#:11970),See DN-1234 (ID#:11970),1.65,See DN-1234 (ID#:11970),See DN-1234 (ID#:11970)
2401,10960,109-TZ-T01,Pre-PQ Process,SO-1695,DN-663,Tanzania,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,22-Apr-08,23-Apr-08,23-Apr-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,51364,487958.0,9.5,0.16,"Aurobindo Unit III, India",Yes,5372,16430.72,780.73,16430.72,5372
2402,37506,108-VN-T30,FPQ-4720,SCMS-62370,ASN-6189,Vietnam,PMO - US,Direct Drop,FCA,Air,1/4/09,1/11/10,22-Mar-10,22-Mar-10,22-Mar-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4165,342363.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,1010,5417.87,738.13,5417.87,1010
2403,35900,102-SZ-T30,FPQ-9926,SCMS-147790,ASN-15643,Swaziland,PMO - US,Direct Drop,EXW,Air,5/18/12,6/21/12,9-Aug-12,9-Aug-12,9-Aug-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,135,10800.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,69,1626.1,15.14,1626.1,69
2404,11814,106-HT-T01,Pre-PQ Process,SO-1286,DN-458,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Dec-07,5-Dec-07,5-Dec-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,100,4110.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,285,2523.6,6.58,2523.6,285
2405,19359,103-ZW-T30,FPQ-14477,SCMS-248220,ASN-27913,Zimbabwe,PMO - US,Direct Drop,EXW,Air,7/1/14,8/4/14,18-Sep-14,18-Sep-14,19-Sep-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2025,62410.5,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,1902,16777.24,64.16,16777.24,1902
2406,82299,104-CI-T30,FPQ-4659,SO-35561,DN-1681,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,10-May-10,11-Mar-10,11-Mar-10,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,260,4030.0,15.5,0.26,"Aurobindo Unit III, India",Yes,54,1042.58,8.69,1042.58,54
2407,85239,151-NG-T30,FPQ-8952,SO-41261,DN-2562,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,20-Jun-12,16-Feb-12,16-Feb-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,1530,13571.1,8.87,0.1,"Aurobindo Unit III, India",Yes,233,25231.96,19.03,25231.96,233
2408,41232,106-HT-T30,FPQ-14083,SCMS-240170,ASN-27004,Haiti,PMO - US,Direct Drop,EXW,Air,5/11/14,6/2/14,25-Aug-14,25-Aug-14,28-Aug-14,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,10050,21909.0,2.18,0.04,Hetero Unit III Hyderabad IN,Yes,659,5586.53,22.52,5586.53,659
2410,86196,110-ZM-T30,FPQ-14784,SO-49601,DN-4250,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/12/14,N/A - From RDC,29-May-15,15-May-15,15-May-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,4000,7960.0,1.99,0.03,"Cipla, Goa, India",No,See DN-4250 (ID#:82799),See DN-4250 (ID#:82799),8.18,4040.64,2803
2412,11584,102-KE-T01,Pre-PQ Process,SO-11470,DN-991,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,31-Oct-08,31-Oct-08,31-Oct-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1250,40000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,394,157.5,78.4,157.5,394
2413,85602,107-RW-T30,FPQ-16284,SO-51540,DN-4327,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,5/27/15,N/A - From RDC,18-Aug-15,6-Aug-15,11-Aug-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8998,72973.78,8.11,0.14,"Hetero, Jadcherla, unit 5, IN",No,See DN-4327 (ID#:83349),See DN-4327 (ID#:83349),85.89,See DN-4327 (ID#:83349),See DN-4327 (ID#:83349)
2414,11092,100-CI-T01,Pre-PQ Process,SO-373,DN-30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,482,37596.0,78.0,0.29,Roche Basel,No,See DN-30 (ID#:11091),See DN-30 (ID#:11091),,1619,368
2415,82958,100-GH-T30,FPQ-7799,SO-39940,DN-2259,Ghana,PMO - US,From RDC,N/A - From RDC,Air,6/6/11,N/A - From RDC,4-Jul-11,15-Jul-11,15-Jul-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29998,247783.48,8.26,0.14,"Aurobindo Unit III, India",Yes,3274,21881.71,408.84,21881.71,3274
2416,13547,101-CD-T30,FPQ-14654,SCMS-253260,ASN-28279,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,8/11/14,8/27/14,4-Nov-14,4-Nov-14,20-Nov-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,77,2464.0,32.0,1.6,"Trinity Biotech, Plc",Yes,509,8021.11,2.53,8021.11,509
2417,2008,117-ET-T01,Pre-PQ Process,SCMS-28710,ASN-2576,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/08,7-Oct-08,7-Oct-08,7-Oct-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,6998,160954.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,5057,44347.71,257.53,44347.71,5057
2418,11692,151-NG-T01,Pre-PQ Process,SO-33333,DN-1483,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,60840,693576.0,11.4,0.19,Mylan (formerly Matrix) Nashik,Yes,7663,33279.39,1495.35,33279.39,7663
2421,11046,100-SZ-T01,Pre-PQ Process,SO-30790,DN-1238,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-May-09,21-May-09,21-May-09,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1250,11250.0,9.0,0.3,Mylan (formerly Matrix) Nashik,Yes,1787,12798.04,22.05,12798.04,1787
2422,83388,106-HT-T30,FPQ-4384,SO-34720,DN-1590,Haiti,PMO - US,From RDC,N/A - From RDC,Air Charter,10/23/09,N/A - From RDC,25-Dec-09,17-Dec-09,17-Dec-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,230,3900.8,16.96,0.09,"MSD, Haarlem, NL",Yes,132,8329.13,8.41,8329.13,132
2425,85887,151-NG-T30,FPQ-9432,SO-42933,DN-2794,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,20-Aug-12,14-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,17497,512837.07,29.31,0.24,"Aurobindo Unit III, India",Yes,4898,18461.22,719.0,18461.22,4898
2426,11572,112-NG-T01,Pre-PQ Process,SO-2729,DN-1008,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Nov-08,17-Nov-08,17-Nov-08,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,6,157.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",No,See DN-1008 (ID#:11570),See DN-1008 (ID#:11570),0.31,See DN-1008 (ID#:11570),See DN-1008 (ID#:11570)
2427,42334,102-SD-T30,FPQ-5293,SCMS-68640,ASN-6657,Sudan,PMO - US,Direct Drop,EXW,Air,3/15/10,3/24/10,7-May-10,7-May-10,7-May-10,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,60,1200.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,353,3843.25,2.59,3843.25,353
2428,83091,104-CI-T30,FPQ-9749,SO-42372,DN-2932,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/19/12,N/A - From RDC,15-Dec-12,26-Nov-12,26-Nov-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,10080,27820.8,2.76,0.05,Mylan (formerly Matrix) Nashik,Yes,5466,19079.68,39.0,19079.68,5466
2429,68515,104-CI-T30,FPQ-7325,SCMS-106570,ASN-11058,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,3/9/11,5/5/11,17-Jun-11,17-Jun-11,17-Jun-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1354,27080.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,422,5054.68,44.68,5054.68,422
2430,84499,154-NG-T30,FPQ-3815,SO-32273,DN-1333,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/26/09,N/A - From RDC,17-Sep-09,14-Sep-09,14-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,45,315.0,7.0,0.12,"Strides, Bangalore, India.",No,See DN-1333 (ID#:82839),See DN-1333 (ID#:82839),0.62,See DN-1333 (ID#:82839),See DN-1333 (ID#:82839)
2432,85833,151-NG-T30,FPQ-8364,SO-40664,DN-2560,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,16-Mar-12,16-Feb-12,16-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,240976,2703750.72,11.22,0.19,"Aurobindo Unit III, India",Yes,30789,25231.96,4461.19,25231.96,30789
2433,20432,161-ZA-T30,FPQ-7175,SCMS-103390,ASN-12169,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/24/11,10-Oct-11,3-Nov-11,3-Nov-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,106589,480716.39,4.51,0.15,"Aurobindo Unit III, India",Yes,9061,9323.3,793.18,9323.3,9061
2434,84153,111-MZ-T30,FPQ-8157,SO-40381,DN-2590,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/11,N/A - From RDC,7-May-12,24-May-12,24-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,14125,158482.5,11.22,0.19,Mylan (formerly Matrix) Nashik,No,See DN-2590 (ID#:83019),See DN-2590 (ID#:83019),261.5,See DN-2590 (ID#:83019),See DN-2590 (ID#:83019)
2437,16255,103-KE-T30,FPQ-10018,SCMS-149610,ASN-15367,Kenya,PMO - US,Direct Drop,EXW,Air,6/5/12,6/14/12,9-Jul-12,9-Jul-12,9-Jul-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,7999,711911.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1378,14842.19,998.1,14842.19,1378
2438,414,119-NA-T01,Pre-PQ Process,SCMS-19130,ASN-1798,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/18/08,4-Jun-08,4-Jun-08,4-Jun-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,142,10222.58,71.99,0.72,Inverness Japan,Yes,33,1715.17,16.36,1715.17,33
2439,39606,111-MZ-T30,FPQ-4739,SCMS-62690,ASN-5953,Mozambique,PMO - US,Direct Drop,EXW,Air,12/10/09,1/8/10,23-Feb-10,23-Feb-10,23-Feb-10,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,2360,75520.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1636,21087.7,162.82,21087.7,1636
